title_id,title,avg_like_count,avg_star,avg_participants,avg_comment_count,avg_best_comment_like
729946,악취,19160.0,9.94,21848.6,1359.6,6260.51
818909,개같은 아빠,3935.6,9.93,3494.8,164.8,919.04
751625,수상한 비밀상담부,10754.2,9.91,9334.8,392.0,3165.97
781354,내과 박원장,14944.6,9.91,20729.4,1750.2,4617.11
443421,악당의 사연,1456.2,9.83,13798.0,2914.4,633.89
622648,모태솔로수용소,18800.2,9.87,55349.0,17958.6,19384.07
817122,아무래도 결혼을 잘못한 것 같다,3461.4,9.86,3156.2,188.4,906.15
775334,"행운을 빌어요, 용사님!",2369.6,9.85,2646.0,138.8,770.57
81482,놓지마 정신줄,17714.4,9.89,39622.0,13688.0,3892.2
822835,나쁜 상사,,,,,0.0
702170,심연의 하늘 시즌5,10784.2,9.89,15876.0,1748.6,5521.08
805436,깜찍이 해피데이,363.0,9.92,458.8,84.6,202.88
733079,원수를 사랑하라,37154.2,9.95,28210.6,793.8,10238.71
521533,SM 플레이어,3722.0,9.85,19770.6,4920.2,3648.36
809558,나랑 해요,1561.2,9.92,1663.6,61.4,351.61
813403,사이비 러브,1374.4,9.91,1003.4,98.4,509.53
745652,신이 담긴 아이,6435.2,9.88,8254.0,625.0,2256.39
400738,부토,773.4,9.88,9694.8,2918.6,248.83
752531,완벽한 가족,16841.8,9.94,13834.0,824.2,6749.61
753222,시월드 판타지,13935.8,9.87,11092.0,1141.4,5091.49
697537,허니허니 웨딩,24072.4,9.72,30324.8,2911.8,10176.85
777221,다시 또 봄,4682.2,9.88,5254.8,345.2,2085.7
700843,우리 오빠는 아이돌,31858.8,9.87,34167.2,3367.2,13574.41
777226,벽간소음,3576.4,9.94,4393.6,251.2,1174.12
666673,2015 루키 단편선,18264.2,9.89,32995.8,5295.6,13586.49
805730,누가 나를 죽였을까,,,,,0.0
770477,그녀석 정복기,6940.2,9.85,6683.0,667.8,2123.66
783513,D.P 개의날,1670.8,9.86,2002.8,120.0,418.62
520599,진진돌이 제로,727.4,9.92,14342.8,3694.6,228.71
745186,데이빗,13220.6,9.93,22288.4,1406.6,5401.72
802279,"화공, 해란",402.8,9.96,515.0,78.8,41.42
818645,미친 황제가 나를 안을 때,2634.8,9.9,2274.8,138.0,567.19
505715,꽃가족,4980.2,9.76,49817.8,9038.0,2529.76
784840,행복을 만드는 방법,2703.6,9.89,1928.4,123.8,539.82
317365,고시생툰,1789.2,9.91,10968.2,2276.2,773.57
546620,바람의 색,739.0,9.92,32916.0,9154.0,506.86
301382,웨스트우드 비브라토,1256.8,9.84,4813.2,1660.6,326.69
756790,보살님이 캐리해!,4531.2,9.87,4045.6,502.4,1566.76
771095,프린스 메이커,6166.0,9.88,5368.6,457.2,1982.14
710765,펀브로커,8401.4,9.9,12784.8,1109.2,3584.27
781339,숨겨진 성녀,6455.6,9.93,5467.6,333.8,2420.61
791620,피차일반,754.2,9.89,407.8,40.2,207.35
735254,신선비,7616.4,9.89,8289.0,422.4,2019.58
794965,사공은주,4885.6,9.89,4426.0,272.4,2307.47
789651,위험한 남편을 길들이는 법,6212.2,9.87,5606.2,240.2,1725.02
761514,"라커, 오프너",5565.8,9.93,5088.6,305.8,1767.66
790409,진짜 진짜 이혼해,5196.0,9.92,4059.6,253.6,1581.82
72499,흐드러지다,413.8,9.85,4935.8,1262.2,117.41
803119,"푸른 밤, 황홀의 윤무",4990.2,9.95,3913.8,211.8,1481.15
148778,야! 오이,1580.4,9.89,9910.2,3689.6,1101.27
742826,토끼대왕,,,,,0.0
748536,사상최강,8732.8,9.76,10092.0,627.6,922.22
801105,저주가 저주가 아닌 게 저주,2910.6,9.91,2401.8,99.4,979.52
774706,감 비서가 고장났다,12923.6,9.76,10424.2,654.2,4252.52
791256,파견체,2037.2,9.87,3384.2,203.4,411.34
191347,연애세포,735.2,9.89,6946.6,2847.6,441.5
822640,소꿉친구 컴플렉스,,,,,0.0
748413,방정사,1051.0,9.87,1158.67,105.33,141.95
758439,던전 씹어먹는 아티팩트,11097.2,9.91,10284.4,652.2,1771.74
822004,사악한 공작 영애의 우울,1126.2,9.88,1064.2,73.8,251.4
318994,아이고(IGO),263.2,9.91,3138.4,632.0,137.03
571278,연봉신,1216.8,9.86,29317.0,7232.6,5627.53
818791,개꿈,,,,,0.0
22052,트라우마,2341.0,9.92,4886.0,3004.8,776.48
