title_id,episode,like_count,star,star_participants,comment_count,best_comment_likes
804145,1,13747.0,9.95,12549.0,466.0,"[16078, 11447, 10884, 5837, 5138, 4533, 2166, 1982, 1582, 1368, 1231, 1109, 848, 799, 577]"
804145,2,11648.0,9.96,10693.0,417.0,"[15000, 10037, 9540, 8643, 8397, 5374, 3917, 2449, 2338, 1993, 1629, 1576, 1369, 1132, 979]"
804145,3,11095.0,9.94,10889.0,462.0,"[16223, 15447, 13550, 9504, 5454, 3634, 2712, 2089, 2015, 1606, 1436, 1199, 1009, 768, 575]"
804145,4,9941.0,9.97,9340.0,348.0,"[17254, 11211, 7549, 3234, 2597, 1623, 1311, 859, 842, 659, 627, 490, 140, 93, 45]"
804145,5,9980.0,9.97,9537.0,418.0,"[16734, 14770, 14093, 6697, 5720, 4319, 3636, 2317, 2096, 1959, 1723, 1200, 1043, 840, 718]"
733080,1,16319.0,9.91,21892.0,2365.0,"[26562, 21045, 13774, 10758, 7447, 6719, 5309, 4063, 3907, 3648, 2544, 2447, 2257, 2037, 100]"
733080,2,13552.0,9.97,15894.0,1813.0,"[26170, 22501, 14731, 11880, 8614, 7152, 6078, 4411, 4220, 3571, 2764, 2105, 1824, 1661, 1549]"
733080,3,12749.0,9.97,14283.0,887.0,"[27043, 24833, 15584, 14372, 9497, 9047, 5720, 4512, 4025, 2975, 2698, 2096, 1898, 82, 68]"
733080,4,12235.0,9.98,13639.0,501.0,"[15845, 13546, 9821, 6903, 6182, 3064, 2969, 1880, 1873, 1364, 1262, 1184, 996, 983, 701]"
733080,5,12113.0,9.98,13850.0,862.0,"[35328, 27523, 18125, 12145, 7799, 6434, 5952, 5169, 4346, 3764, 2735, 2622, 2320, 1836, 1739]"
784835,1,4755.0,9.91,3529.0,115.0,"[2680, 896, 633, 335, 255, 215, 129, 95, 89, 41, 19]"
784835,2,4241.0,9.92,3074.0,123.0,"[3715, 2485, 2442, 1191, 826, 331, 242, 188]"
784835,3,4037.0,9.92,3097.0,80.0,"[2272, 1113, 933, 578, 398, 276, 160]"
784835,4,4055.0,9.92,3124.0,107.0,"[2652, 2019, 1406, 985, 855, 617, 328, 213, 186, 161, 119, 116, 94, 78]"
784835,5,3861.0,9.96,2914.0,206.0,"[4348, 2575, 1621, 1252, 1009, 483, 401, 236, 196, 165, 165, 148, 109, 70, 15]"
695585,1,31498.0,9.95,53809.0,4444.0,"[39525, 25081, 23108, 15827, 14652, 13433, 8782, 7245, 5375, 4958, 4721, 4663, 4003, 3079, 100]"
695585,2,23871.0,9.96,35557.0,2124.0,"[42781, 25906, 19953, 12225, 9579, 8830, 8222, 7486, 4995, 4439, 3927, 3221, 2605, 979, 40]"
695585,3,21645.0,9.97,33641.0,2289.0,"[34921, 26806, 25460, 19511, 19203, 11025, 9707, 7958, 6728, 6720, 6570, 5737, 5724, 4544, 3064]"
695585,4,21353.0,9.97,34194.0,2209.0,"[37329, 34894, 25358, 21954, 13456, 12231, 11742, 9122, 8397, 7958, 6454, 5391, 2701, 2632, 64]"
695585,5,21630.0,9.97,34490.0,2954.0,"[36574, 31064, 26932, 25688, 24882, 22865, 15810, 13385, 11049, 8200, 7499, 6192, 5504, 5491, 77]"
697254,1,19972.0,9.85,30295.0,3963.0,"[25987, 18901, 12693, 11250, 8719, 5692, 5218, 4306, 3987, 3740, 3267, 2412, 2183, 2097, 78]"
697254,2,14128.0,9.94,20798.0,1239.0,"[19900, 13661, 10553, 8884, 7074, 5353, 4017, 3185, 2375, 2040, 1870, 1391, 1231, 1186, 40]"
697254,3,11394.0,9.95,15859.0,1022.0,"[16494, 10508, 8737, 7818, 4756, 3925, 3537, 2288, 1756, 1506, 1219, 1081, 79, 41, 32]"
697254,4,10662.0,9.95,14806.0,960.0,"[14094, 10403, 6764, 4407, 3759, 3051, 2310, 1962, 1912, 1638, 1254, 1074, 1046, 857, 494]"
697254,5,10015.0,9.96,14032.0,734.0,"[11731, 4620, 4376, 2987, 2625, 2171, 1393, 1328, 1237, 1066, 1014, 997, 141, 52, 42]"
675331,1,47112.0,9.95,70409.0,16620.0,"[72098, 47715, 34425, 31392, 29833, 26050, 19172, 17618, 14595, 8746, 7747, 6784, 6699, 6121, 4263]"
675331,2,28132.0,9.97,46424.0,11542.0,"[87931, 61114, 49483, 33431, 32359, 17969, 17493, 16799, 10329, 6803, 6517, 5572, 5276, 3583, 2230]"
675331,3,24227.0,9.97,40671.0,8389.0,"[59092, 51437, 44970, 32906, 32748, 23807, 21050, 19090, 13299, 13210, 10925, 9101, 8461, 7148, 6166]"
675331,4,20727.0,9.95,34126.0,4936.0,"[30906, 8779, 7269, 5037, 4863, 2684, 1673, 1496, 1424, 552, 442, 157, 23, 7, 6]"
675331,5,20472.0,9.95,35125.0,6399.0,"[41706, 27043, 22355, 14661, 12723, 10482, 7187, 5006, 4485, 4435, 3460, 2626, 2392, 1478, 1376]"
703308,1,38512.0,9.88,39212.0,3466.0,"[27649, 22314, 18805, 17192, 15784, 13305, 8199, 7472, 6886, 4856, 4005, 3126, 2714, 140, 107]"
703308,2,39766.0,9.88,40865.0,4243.0,"[34111, 25784, 23178, 19686, 18319, 10407, 7980, 7367, 7011, 5755, 4735, 4128, 3630, 2679, 83]"
703308,3,35013.0,9.96,36524.0,2303.0,"[50722, 28567, 27663, 16900, 14047, 11484, 9949, 8178, 6674, 5102, 4952, 4129, 3235, 2999, 24]"
703308,4,35483.0,9.97,36866.0,4170.0,"[81156, 67026, 42219, 37094, 33295, 27063, 22099, 17304, 14086, 11291, 9828, 9544, 8376, 7592, 6331]"
703308,5,33132.0,9.96,33984.0,5152.0,"[48041, 34091, 30459, 22854, 17656, 16576, 13172, 8449, 7489, 6831, 6090, 5228, 130, 25, 18]"
774832,1,29217.0,9.95,23182.0,1519.0,"[23203, 22991, 14306, 7193, 6318, 3891, 3114, 1862, 1800, 1561, 1263, 1171, 928, 884, 816]"
774832,2,24950.0,9.97,20178.0,920.0,"[21870, 18794, 8214, 5623, 4809, 4203, 1742, 1548, 1088, 1037, 987, 941, 858, 770, 208]"
