title_id,title,avg_like_count,avg_star,avg_participants,avg_comment_count,avg_best_comment_like
812144,사장님이 미쳤어요,1704.4,9.85,1574.6,107.6,439.0
765822,연애는 전쟁!,12694.0,9.85,10110.6,1357.8,5517.29
818146,악역을 길들인 줄 알았는데,1627.2,9.92,1300.6,91.0,484.83
76758,"17살, 그 여름날의 기적",261.4,9.92,5394.0,3306.2,269.05
748532,"안녕, 이바다씨",8427.8,9.89,7547.0,472.2,2940.77
786266,트리니티 원더,603.0,9.85,700.8,50.8,76.06
710649,검은 마법사 Origin,5771.4,9.9,7736.6,2028.0,4326.13
258205,프로젝트 X,,,,,0.0
753806,매지컬 메디컬,3432.8,9.87,4642.0,246.0,1655.91
646358,백귀야행지,9646.4,9.79,20809.2,6401.0,8367.59
812118,불면증을 치료했더니 폭군이 집착합니다,1054.6,9.8,967.4,45.2,140.89
733638,열등의 조건,7896.4,9.85,7620.4,494.8,3320.87
740482,11me,5705.4,9.92,5499.8,293.6,1546.45
813097,도돌이표,1693.4,9.81,1172.8,71.2,401.96
817179,급발진 로맨스,2275.4,9.9,1787.8,115.0,772.15
813963,악녀인데 하필 남편이 잘생겼다,1388.4,9.82,1356.8,77.0,276.49
796059,우산 없는 애,5053.8,9.96,5086.2,242.8,1443.49
780506,"2021 최애캐 안녕, 잘 지내니?",26330.8,9.58,13366.4,3654.0,8439.45
745570,블러드레인,704.4,9.75,924.0,84.2,138.0
718019,옆집친구,17654.0,9.95,19316.2,920.2,6352.01
546750,내일은 웹툰,834.8,9.91,51713.4,9667.4,973.48
768433,브랜든,2869.2,9.84,4189.4,366.4,1165.08
783551,침묵의 밤,2969.4,9.9,3375.2,268.4,770.37
148975,낢에게와요,129.4,9.88,5537.2,4183.8,99.33
787411,2022 서브병에 빠지다!,33275.6,9.9,14238.2,2784.8,14952.37
710747,세상은 돈과 권력,46266.8,9.53,57104.6,9194.0,13742.52
659273,본격금연권장만화,24369.6,9.87,48772.2,12616.4,27565.23
679543,아테나 컴플렉스,21935.6,9.9,34924.2,3950.4,12898.07
783537,트로이 목마,113.6,9.86,161.6,21.6,37.84
702463,2017 루키 단편선,17060.0,9.93,23479.8,1728.2,10874.28
733081,2019 루키 단편선,24112.0,9.91,28652.4,1646.4,13005.13
423383,스페이스 차이나드레스,1768.8,9.87,14859.6,3450.0,664.1
690503,도망자,13725.4,9.92,18986.8,2320.4,3930.77
808198,촉법소년,21286.8,9.85,18743.2,1193.8,3589.9
72939,개판,1418.8,9.9,6328.6,2243.6,283.99
819230,일홀도,2542.2,9.74,3086.8,125.8,311.74
789528,오늘도 월월!,2028.8,9.84,1357.0,170.2,561.7
769688,혼신,670.8,9.87,620.0,59.2,103.85
778579,스트릿 워크아웃,3568.4,9.86,2670.8,447.2,1200.75
771063,나는 어디에나 있다,3533.6,9.88,5167.8,469.2,1269.07
740079,다함께 이겨내요,11842.0,9.93,10646.8,335.4,3052.58
805481,사랑은 없는 것처럼,3673.4,9.89,3508.4,146.2,695.66
764623,오로지 오로라,6746.0,9.85,5452.8,502.4,2778.22
783529,미물,1898.0,9.91,2396.5,174.5,881.32
784818,해일로의 아침,800.4,9.71,627.8,107.0,146.31
801998,코인 리벤지,2888.0,9.83,2503.4,247.4,565.2
471181,기사도,820.6,9.94,22039.8,8491.4,457.15
798100,쿠쿠쿠쿠,3070.6,9.85,1916.6,585.6,426.91
741458,아르세니아의 마법사,6264.0,9.76,5880.4,727.2,1524.05
63454,구름의 노래,953.6,9.92,7461.8,2968.6,308.22
814371,시한부 기사가 되었다,2139.0,9.84,2296.2,141.2,467.07
668948,코드명 가우스,1660.4,9.87,4713.6,655.0,803.11
796894,마섹남 - 마술하는 섹시한 남자,4427.6,9.9,3714.8,253.0,1158.96
807655,너와 XX,1603.2,9.88,1993.2,85.4,480.65
804989,굿헌팅,1179.4,9.87,1346.2,86.0,151.98
833703,와해된 시선,,,,,0.0
830852,나는 너를 모른다,52.8,9.93,72.0,7.8,7.12
661405,밈의 스마트 라이프,1926.4,9.88,4148.8,573.8,1165.53
762786,해귀,4214.6,9.83,5435.6,445.6,783.89
724854,돼지우리,21740.6,9.96,26059.0,1852.0,10946.31
818588,진주,3496.2,9.92,4345.8,328.8,294.38
833713,나를 햇볕에 묻어줘,155.2,9.83,200.6,13.2,27.91
817034,갑!자기 건물주,2990.2,9.86,2066.6,186.2,431.9
658823,천국의 신화,,,,,0.0
813335,얼짱시대,15051.4,9.82,12902.2,1140.0,2979.76
821608,그 남자의 정원,1108.2,9.86,1381.8,53.0,131.43
783533,비밀상자,470.0,9.88,593.2,26.4,62.66
137706,의령수,,,,,0.0
662160,후유증 2,4540.67,9.85,10363.33,2262.0,7198.51
627662,붙였다 뗐다! 야매 집밥요리,7104.2,9.86,26303.0,3482.6,5805.53
337963,지상 최악의 소년,1402.6,9.9,16289.4,6998.4,618.47
823016,야간근무,483.8,9.83,458.6,179.0,148.34
752534,2020 호랑 공포 단편선,14913.6,9.89,9896.4,1722.2,4782.58
819275,왜 아직도,1141.2,9.93,865.8,57.4,236.17
719154,부릉부릉 천리마마트,3916.6,9.87,6998.6,553.0,1726.69
666516,2015 사이,28498.6,9.93,48288.6,6289.4,18899.64
775721,블랙 위도우,8485.5,9.86,8121.5,1668.5,3331.93
818015,신의 집사,421.6,9.85,409.8,29.8,101.7
778741,나라 구한 전생,529.2,9.8,391.2,36.8,120.27
282428,Attention please!,13.0,9.84,2925.0,3224.4,24.66
761248,차가운 장례식,617.8,9.8,561.2,46.2,165.86
828963,블로섬 데이즈,22.8,9.7,29.0,4.2,2.14
813455,어린 상사,3234.0,9.77,3048.0,198.6,747.3
774869,홍대 바이브,3154.0,9.82,3006.8,185.4,1190.34
780414,오빠집이 비어서,9276.8,9.72,7394.6,506.6,2287.53
723414,속삭이는 e로맨스,8662.4,9.83,13383.0,928.8,3429.37
778656,봐선 안되는 것,6898.2,9.85,6533.6,391.0,2172.12
783520,재앙의 날,2161.6,9.83,2961.4,371.0,735.75
669358,레드돌,6959.6,9.85,13886.4,4975.6,2745.45
803794,더 해머,4117.4,9.9,4125.0,169.4,321.25
607486,미결,2456.75,9.79,23255.25,4292.5,2963.15
727188,취사병 전설이 되다,26170.8,9.92,25398.8,2231.2,7876.85
799442,2022 몰래보는 로맨스,23118.6,9.83,17570.8,1424.2,10305.63
423377,월남특급,459.2,9.67,7734.8,1413.0,153.38
579417,판타지스케치 - 더 게임,237.0,9.81,4322.0,1744.67,1410.07
774924,어느날 네가 떠올라!,5223.6,9.95,5293.2,385.0,1656.36
829780,고자여자,,,,,0.0
715206,ㅋㄷㅋㄷ만화,15951.4,9.83,29198.0,1686.0,9585.71
776541,약초마을 연쇄살초사건,7269.0,9.82,8765.5,871.5,3347.93
51007,리얼주주,2329.8,9.74,9847.8,3113.6,516.41
