title_id,title,avg_like_count,avg_star,avg_participants,avg_comment_count,avg_best_comment_like
509092,시큼새큼,5371.6,9.95,45611.6,9028.8,3946.37
783971,이별학,1570.8,9.83,2138.2,270.0,643.73
757579,팔려 온 신부,10169.6,9.72,10160.2,580.4,3307.12
658524,"힘내요, 달마과장!",4526.0,9.89,13138.0,1908.2,2747.76
733280,나를 바꿔줘,18473.0,9.7,17331.6,1130.6,8133.03
569639,너와 나의 거리는 8.5,1192.6,9.88,35978.0,3074.8,3862.17
783532,안미운 우리들,4163.6,9.86,3637.2,160.8,1543.1
730391,하슬라,7898.6,9.92,10403.8,577.0,2005.53
799250,헥토파스칼,6644.4,9.92,5946.6,494.4,1070.23
756139,스포,,,,,0.0
816817,S.K.T(Swallow Knights Tales),2207.8,9.86,2276.0,609.2,617.03
799164,연두의 계절,175.8,9.84,212.6,12.4,32.6
15568,수사9단,1627.5,9.91,6783.5,2979.75,455.43
772192,평범한 낙원,3151.6,9.9,3245.6,269.8,1030.07
832751,구리의 구리구리 컴백,193.4,9.96,280.2,23.2,46.43
744313,죽여주는 탐정님,4658.6,9.89,5462.0,386.4,2049.57
812356,직구일기,6442.6,9.9,3431.6,692.8,972.12
785259,남주서치,2808.4,9.91,2447.6,264.4,1451.5
635187,2014 루키 단편선,6027.4,9.83,16624.0,2572.2,5192.25
778329,바퀴,3025.2,9.87,3577.8,316.8,647.63
774040,"또다시, 계약 부부",4677.2,9.85,4352.6,192.2,821.36
739112,거미,5180.4,9.93,7238.4,301.2,1304.75
776256,역주행!,5839.0,9.92,4354.2,364.0,2045.43
761565,테러대부활,16044.6,9.92,14591.0,1788.2,4195.17
802941,"모든 숨마다, 너",1267.4,9.89,1206.6,53.6,136.32
799793,가우스전자,516.2,9.84,704.0,59.0,101.2
112933,색으로 말하다,58.6,9.89,4645.4,3132.6,53.0
795259,굿닥터,2067.0,9.8,1812.2,107.0,347.33
770844,구주,6199.8,9.82,5743.2,337.2,2261.11
738843,불릿 6미리,5217.8,9.72,5258.8,600.0,1143.66
725829,아도나이,22894.0,9.96,28320.6,1812.2,7603.29
717031,2018 루키 단편선,23377.2,9.96,35231.6,2826.0,13721.31
793553,이계진입 리로디드,5432.6,9.91,4830.2,378.6,932.91
771993,늑대가 되는 법,322.2,9.71,527.4,29.6,71.66
687129,쿠키의 신,8935.0,9.91,14560.6,2276.8,4190.79
113121,겨울동화,409.8,9.9,3089.6,1175.8,162.43
819436,환수왕,1062.2,9.82,1817.8,90.6,149.81
332797,움비처럼,515.4,9.89,8249.4,1736.2,260.77
147175,거상 김만덕,30.8,9.78,2814.6,2004.8,32.38
743838,소녀재판,30578.8,9.76,25717.0,2593.0,13556.39
794942,모노마니아,3074.0,9.86,3115.6,207.8,1311.82
800034,헬크래프트,4079.0,9.87,4056.8,292.4,685.06
792955,프레이,982.6,9.87,842.0,91.4,76.12
823017,쇼윈도 탈출,2348.4,9.93,2011.0,218.6,658.49
823076,강한 누나,7735.8,9.87,6259.8,302.6,1397.87
796324,"황궁에 핀 꽃은, 미쳤다",3566.4,9.85,3035.0,228.8,1200.8
795487,2022 그걸 네가 왜!,29976.2,9.88,15217.2,2005.8,8950.27
819172,남사친과 실수는 추천하지 않습니다,2533.0,9.9,1998.8,102.8,573.63
52946,스쿨홀릭,1682.2,9.9,13162.4,3066.4,897.37
822109,여명의 등불,1440.2,9.88,1407.0,507.8,136.96
734918,모락모락 왕세자님,9994.0,9.91,8443.8,383.0,3395.95
804159,너무 잘 보이는 그녀,809.0,9.89,633.4,53.2,205.88
244245,"꿈, 날개를 달다.",84.4,9.89,2139.8,676.2,44.62
714834,자취로운 생활,14359.2,9.8,20639.8,1527.0,5834.07
758619,힙한남자,37611.4,9.78,33408.0,2791.2,18185.07
620640,웰컴투 피자월드,6683.2,9.92,22982.0,1900.8,4199.84
772764,죽지 않으려면,22143.8,9.9,18802.6,1332.4,4511.56
797937,순수한 동거생활,8910.4,9.91,7832.6,385.8,1593.19
749054,동네몬스터,3584.8,9.84,4316.0,283.8,692.41
717059,12차원 소년들,11010.4,9.84,16849.2,1778.8,6172.83
769987,하나in세인,3288.8,9.85,3239.2,261.8,2029.35
795041,"아마도, 굿모닝",1627.6,9.76,1593.6,92.8,325.77
818528,공녀님의 꽃밭에는 그들이 산다,5389.0,9.83,4210.2,384.6,869.03
778322,무서운게 딱좋아!,29403.8,9.92,34116.6,3871.8,17761.75
734399,여기 악마가 있어,4758.0,9.88,4775.6,385.4,1548.37
767979,그림자 신부,3312.8,9.81,3657.0,276.2,809.43
721461,꽃미남 저승사자,12212.2,9.61,9723.4,622.6,3311.13
789038,기후변화 그림일기,2617.0,9.89,3236.4,308.2,544.69
748411,좀비소녀,905.2,9.86,666.8,60.2,193.44
797844,폭군 남편과 이혼하겠습니다,8307.8,9.9,7174.2,552.6,3113.42
358286,단편 할머니/나는내일죽는다,16.0,9.89,3841.2,2529.4,9.43
712901,위장불륜 (僞裝不倫),12382.2,9.8,27801.2,2617.2,8360.2
778740,산신의 주인입니다,,,,,0.0
784518,"대공님, 실수였어요!",11668.8,9.72,8245.8,849.4,2543.05
773644,마물전담부대,596.4,9.78,657.8,57.2,120.0
808654,택배기사,2426.0,9.91,2582.8,140.8,320.86
794154,남편 먹는 여자,6194.2,9.9,6363.2,300.6,2499.08
754872,헬로맨스,4735.0,9.68,3887.4,345.6,1495.14
325630,기태류,868.8,9.92,7467.0,1540.0,267.12
743721,불발소년,4022.6,9.84,3918.6,1047.6,1303.85
746746,텍사스홀덤,1857.25,9.77,3482.0,178.75,347.05
316914,혈액형에 관한 간단한 고찰,6453.0,9.81,23461.6,9872.4,1655.4
770524,오징어도 사랑이 되나요?,15598.4,9.9,14551.0,1563.6,9010.77
819222,다섯번째 벽,3184.25,9.92,3502.75,213.0,720.3
635989,우리 헤어졌어요,23164.75,9.94,59585.25,6651.5,18103.25
784830,신부가 필요해,2921.8,9.66,2546.0,126.6,573.57
703628,성공한 덕후,29182.8,9.79,37712.2,3640.0,18041.79
702422,니편내편,28996.6,9.88,40681.4,3707.4,10845.56
597481,찌질의 역사,9780.0,9.94,29677.2,3301.8,5677.96
24995,세개의시간,687.6,9.92,5321.6,2920.2,235.05
797468,누나! 나 무서워,6934.6,9.91,7098.4,445.4,1821.12
258207,그런지,263.4,9.88,2430.6,895.8,108.28
769747,아찔한 전남편,7697.4,9.9,7204.6,307.0,1875.39
812731,죽었던 너와 다시 시작하기,2105.0,9.91,1730.2,124.0,724.54
608258,아프니까 병원이다,2481.2,9.88,23319.6,6804.6,3670.03
737506,GO!구마 가족,4007.4,9.88,4049.2,268.2,1279.14
762237,"선배, 그 립스틱 바르지 마요",12441.0,9.86,9754.0,750.6,4994.62
624632,마루한 - 구현동화전,12510.0,9.96,31657.2,4170.0,4297.12
773524,거래하실래요?,5382.4,9.88,4480.0,311.4,2075.82
780191,선남친 후연애,9786.0,9.89,9100.0,322.8,2135.15
