title_id,episode,like_count,star,star_participants,comment_count,best_comment_likes
774035,1,188.0,9.22,417.0,51.0,"[83, 69, 31]"
774035,2,139.0,9.61,240.0,19.0,[43]
774035,3,133.0,9.66,221.0,17.0,"[47, 5]"
774035,4,126.0,9.7,193.0,13.0,[39]
774035,5,129.0,9.66,193.0,17.0,"[45, 21, 10, 10]"
770019,1,5361.0,9.78,6380.0,710.0,"[5091, 3150, 2015, 1671, 1534, 1253, 1035, 812, 696, 692, 571, 559, 149, 59, 30]"
770019,2,4374.0,9.79,4754.0,315.0,"[5486, 5265, 2097, 861, 655, 582, 441, 395, 294, 256, 221, 51, 29, 22]"
770019,3,4075.0,9.83,4330.0,243.0,"[9102, 4323, 3641, 1925, 1382, 1139, 968, 680, 660, 552, 428, 301, 295, 265, 46]"
770019,4,3563.0,9.73,3638.0,197.0,"[4109, 2521, 2227, 1599, 1388, 990, 801, 719, 582, 477, 383, 139, 94, 14, 12]"
770019,5,3349.0,9.86,3434.0,142.0,"[4615, 3896, 3613, 2027, 1815, 725, 606, 520, 461, 443, 358, 305, 262, 212, 26]"
407142,1,548.0,9.89,6360.0,2145.0,"[549, 317, 198, 149, 111, 83, 45, 19, 17, 16]"
407142,2,715.0,9.89,6881.0,2095.0,"[1102, 638, 350, 333, 163, 120, 119, 29]"
407142,3,481.0,9.85,5439.0,720.0,"[188, 112, 63]"
407142,4,,,,,[]
407142,5,,,,,[]
788976,1,6334.0,9.78,8608.0,1113.0,"[4434, 3683, 2352, 1906, 1516, 795, 724, 546]"
788976,2,4738.0,9.91,7011.0,356.0,"[3677, 1564, 1371, 463, 402]"
788976,3,4103.0,9.9,5890.0,291.0,"[2202, 1815, 1265, 1054, 722, 561, 104, 74]"
788976,4,3933.0,9.92,5950.0,261.0,"[1021, 718, 421, 372]"
788976,5,3756.0,9.92,5813.0,273.0,"[1915, 489, 352]"
778747,1,4584.0,9.87,5393.0,438.0,"[2434, 1114, 482, 407, 280, 138]"
778747,2,4711.0,9.88,5355.0,314.0,"[1572, 1283, 942, 314, 255, 199, 132, 37]"
778747,3,4131.0,9.91,4676.0,253.0,"[3549, 1636, 1590, 1138, 673, 383, 333, 270, 191, 162, 142, 135, 69, 49]"
