title_id,title,avg_like_count,avg_star,avg_participants,avg_comment_count,avg_best_comment_like
774451,아빠같은 남자,5715.8,9.79,6835.0,463.8,1408.2
770590,기사님을 지켜줘,3590.4,9.82,3329.4,268.2,1353.45
801555,언다잉,4128.2,9.93,4935.4,384.4,1059.38
783117,만능잡캐,7387.4,9.71,6611.2,1008.8,1932.42
409630,역전! 야매요리,15617.0,9.88,100678.2,18527.6,4269.41
730465,지옥,9946.6,9.66,13699.8,826.8,1784.32
798991,단톡방의 쓰레기들,860.0,9.73,710.2,71.8,182.1
792725,밀당의 요정,763.6,9.72,786.0,56.4,169.92
798919,여주가 사기 스킬을 얻음,1824.8,9.79,1629.4,110.4,219.11
771717,멸망X초이스,3233.0,9.88,2692.8,199.6,1306.39
739166,또한번 엔딩,14238.0,9.91,12385.8,718.8,4102.43
723365,2019 병영일기,29718.6,9.84,17858.8,6639.6,16569.56
755601,성인초딩,9988.0,9.64,11817.8,1177.0,3774.04
817927,공동급식구역,11277.0,9.69,14345.0,1255.2,4294.07
805691,무진,3515.2,9.87,4007.2,189.8,571.59
821979,개구리 인간,2237.0,9.89,2593.2,223.8,775.8
816643,작까세요,428.6,9.81,398.4,35.2,85.1
778228,교환학생,3974.8,9.84,3115.4,329.0,1472.25
755982,벚꽃이 흩날릴 무렵,,,,,0.0
740423,도전 K-스타트업,1264.4,9.84,2254.6,266.4,850.91
721260,2D남친 별책부록,53382.4,9.92,36976.2,6315.0,22230.39
677753,킬러 김빵빵,7701.4,9.76,17384.2,2677.6,3576.37
817761,이혼 3초컷 완료해드림,768.4,9.83,748.4,59.2,211.97
706770,언데드,17214.2,9.93,23743.4,2362.0,8558.93
824161,2024 너네 뭐 먹니?,5130.8,9.81,4351.4,255.0,1090.96
784989,배트맨: 웨인 패밀리 어드벤처,1779.0,9.86,2010.2,259.6,644.88
800331,지옥 키우기,3332.6,9.83,3027.8,330.6,864.9
786622,고등단편.zip,13339.4,9.91,13053.8,1171.6,4478.23
807578,구멍,981.4,9.76,1192.4,71.6,248.65
517773,방과 후 전쟁활동,,,,,0.0
814781,미친 재능의 플레이어,4854.2,9.59,4315.8,313.8,395.08
736699,저승사자 출입금지,6392.2,9.88,6348.0,417.6,2042.17
797512,구덩이,140.4,9.72,195.6,9.8,9.08
799165,나의 불편한 상사,3597.2,9.68,3021.4,174.0,802.9
786920,미치도록 너만을,2502.0,9.34,1871.4,163.4,463.0
797259,"이 결혼, 새로고침",2362.8,9.59,2300.2,172.4,421.56
706590,피플,8233.6,9.9,11277.4,2061.8,2020.88
733746,하루,4064.8,9.76,6261.4,548.6,1907.22
812907,1825일,1317.4,9.87,1147.6,59.8,352.02
747273,침범,,,,,0.0
639006,응급로맨스,6444.8,9.85,21690.0,2381.8,8732.6
773067,제타,1797.0,9.77,2093.8,278.2,614.26
751207,천하제일인,9612.4,9.87,11871.0,644.8,1303.02
783599,블러드 리벤저,2531.6,9.63,2250.2,218.0,318.94
186813,증거,,,,,0.0
776096,짝사랑의 유서,5789.8,9.94,4978.6,257.2,2892.18
679490,백전불패,6135.8,9.83,11725.8,1281.8,1218.05
799862,통 엣지 [완전판],643.8,9.87,907.2,52.8,38.64
818622,아빠는 버츄얼 아이돌,3044.6,9.81,2941.2,274.8,1110.71
817956,신은 주사위 놀이를 하는가?,577.0,9.73,527.4,70.0,96.97
769660,킬러방 : 퍼스트 킬,2134.0,9.59,2389.0,174.8,264.03
667573,연놈,66554.4,9.91,87373.0,10737.0,24500.15
717446,안전의 참견 시즌2,1538.8,9.84,2701.0,243.2,626.18
795649,달이 사라진 밤,2566.6,9.8,2427.2,188.6,1439.61
737020,물레,2734.4,9.66,3432.8,301.6,954.28
802872,DARK MOON: 회색 도시,1524.2,9.76,1248.0,168.8,306.45
728126,고삼무쌍,12857.0,9.93,13575.6,1360.8,6311.11
791117,불어오는 밤,60.2,9.48,86.0,8.8,12.92
557527,맨 vs 던전,2299.0,9.82,28016.2,7356.2,4604.51
763851,뱀은 꽃을 먹는가,10779.0,9.53,8992.2,965.0,5774.11
703837,아기낳는만화,33908.0,9.82,60503.0,9397.0,21723.52
797461,호환의 상,547.8,9.8,493.2,41.6,46.74
823433,판박귀,587.2,9.82,601.6,49.0,101.31
816610,독점쾌락,,,,,0.0
738694,튜토리얼 탑의 고인물,22787.6,9.88,19282.4,1784.4,6030.51
643548,낢 따라 해봐요,3741.0,9.79,12834.0,1746.0,3582.87
780172,변방의 외노자,6677.4,9.52,6749.4,720.0,761.37
770387,유니버스 000,338.2,9.7,398.4,29.8,137.92
339643,애니타임 브런치,7.4,9.84,3114.8,1358.0,1.92
701054,르완 多 한 컷,5311.8,9.8,9457.4,738.0,1815.99
805366,국선변호사,247.0,9.89,333.4,39.4,37.73
103391,징글정글,93.8,9.68,2059.6,1535.4,47.55
816876,주인공이 힘을 숨김,806.6,9.77,967.4,66.2,97.87
652466,조석축구만화,10326.4,9.85,5388.8,3410.6,2858.87
827297,그대에게 이 별을!,489.0,9.83,360.6,42.6,79.56
794980,개와 사람의 시간,7279.0,9.58,7015.0,698.6,3027.33
792596,칼과 방울,545.8,9.85,977.8,96.6,155.11
469374,남기한 직장인 만들기,27.0,9.83,3768.0,1493.4,18.26
801809,연애고수,2830.0,9.9,2111.6,187.6,780.2
773085,고등매직,2530.4,9.77,3033.8,312.0,708.42
808508,줄리에게,2034.2,9.76,1800.6,179.2,533.36
795929,권리행사자,2782.6,9.65,2551.4,193.0,604.8
808804,렌탈히어로,3106.4,9.87,2427.2,228.2,619.81
768097,리안소울의 엑소클럽,358.8,9.62,446.4,39.4,88.81
814362,시한부의 아이까지 뺏으려 합니다,5914.6,9.94,5110.8,173.4,1330.96
597593,2013 루키 단편선,2222.0,9.9,24453.0,3923.8,6561.37
579352,에피소드칵테일,4670.6,9.67,33951.2,5940.2,7792.8
25913,크레이지 커피 캣,268.4,9.86,2964.0,2317.2,62.0
793652,상사몽,388.4,9.83,456.8,41.8,29.25
800858,싸움꾼,596.8,9.83,719.4,45.4,73.4
759094,죽어도 로맨스,530.6,9.77,399.0,46.0,139.24
817119,왕신황제,719.6,9.78,653.6,64.6,84.64
766658,똑똑한 나 인증,5952.4,9.74,6103.4,627.0,3407.89
796618,1331,7007.0,9.85,6792.4,397.4,1371.85
761250,이별의 품격,581.0,9.88,856.4,33.0,126.03
815326,SPT - 박쥐의 시간,2229.2,9.91,2510.2,140.6,343.37
759420,이탄국의 자청비,9050.6,9.66,6941.2,718.2,5538.67
809625,시한부 천재 암흑기사,9396.8,9.51,7999.8,352.8,814.88
818434,아카데미 플레이어를 죽였다,7056.4,9.27,6308.6,503.8,1136.31
756060,그녀는 무사다,310.4,9.56,445.4,38.6,27.3
