title_id,episode,like_count,star,star_participants,comment_count,best_comment_likes
640050,1,16186.0,9.96,41226.0,3109.0,"[15972, 13956, 12447, 9329, 7638, 7238, 6024, 5589, 4241, 1240, 1167, 686, 401, 57, 30]"
640050,2,13258.0,9.95,32018.0,1521.0,"[21604, 10688, 8643, 8306, 5029, 4841, 4066, 3557, 2692, 2629, 2517, 2019, 1402, 1038, 919]"
640050,3,12685.0,9.96,33193.0,1807.0,"[16328, 15710, 13520, 7765, 7192, 6602, 2886, 2786, 2097, 2067, 1847, 1213, 116, 15, 8]"
640050,4,10671.0,9.91,27822.0,1752.0,"[14974, 11225, 9894, 9162, 6284, 5748, 5731, 4384, 4134, 2955, 2737, 2089, 1452, 1094, 927]"
640050,5,9954.0,9.94,25856.0,1053.0,"[15480, 9717, 8223, 5385, 4672, 4189, 3861, 3519, 3151, 2790, 2266, 1514, 1409, 1254, 172]"
694190,1,14722.0,9.94,23254.0,2166.0,"[33406, 22966, 14890, 14060, 12182, 10625, 8881, 6340, 5193, 3552, 3139, 2604, 1569, 1469, 806]"
694190,2,9678.0,9.97,15835.0,1155.0,"[13365, 9782, 6196, 3821, 2477, 1863, 1428, 1082, 741, 503, 495, 20, 11, 10, 9]"
694190,3,8452.0,9.97,13734.0,542.0,"[17254, 5698, 4225, 3805, 3176, 2136, 1834, 1597, 1410, 1082, 795, 475, 406, 12, 12]"
694190,4,7722.0,9.97,11887.0,562.0,"[13191, 10457, 7735, 5105, 3798, 2071, 1179, 894, 467, 323, 125]"
694190,5,7546.0,9.97,11749.0,670.0,"[16133, 10510, 6212, 4893, 1781, 1559, 1202, 924, 907, 393, 218]"
733006,1,23808.0,9.97,22962.0,1968.0,"[23609, 11556, 8696, 7054, 6613, 3868, 3867, 2968, 2690, 1979, 1410, 1058, 696, 141, 23]"
733006,2,18620.0,9.98,18666.0,771.0,"[15848, 14738, 11722, 10394, 4808, 3388, 3029, 2114, 1954, 1466, 1228, 1075, 989, 846, 23]"
733006,3,15866.0,9.97,13143.0,520.0,"[18982, 11727, 10712, 6111, 3091, 2898, 2223, 1874, 1188, 1115, 960, 762, 741, 544, 404]"
733006,4,14147.0,9.98,11709.0,316.0,"[13530, 5520, 4617, 3229, 2039, 1396, 995, 752, 500, 438, 414, 362, 350, 312, 274]"
733006,5,13134.0,9.98,10727.0,471.0,"[13798, 10915, 8236, 4956, 2896, 2496, 1505, 1157, 861, 692, 536, 470, 402, 363, 339]"
773187,1,15602.0,9.95,13227.0,1236.0,"[20835, 12238, 11747, 7194, 6032, 4398, 3307, 2806, 2391, 1861, 1499, 1420, 1111, 906, 109]"
773187,2,12542.0,9.97,9749.0,549.0,"[20956, 19364, 8250, 6051, 4820, 4323, 1837, 1001, 941, 56]"
773187,3,11464.0,9.97,8932.0,474.0,"[14636, 11410, 9491, 7466, 4796, 3272, 2327, 2060, 1363, 1119, 744, 462, 325, 70, 10]"
773187,4,10312.0,9.97,7957.0,286.0,"[11343, 9320, 6820, 5383, 5015, 2716, 1722, 1132, 662, 599, 470, 388, 120, 77, 44]"
773187,5,9566.0,9.96,7079.0,464.0,"[13830, 12389, 8409, 7144, 4310, 3006, 2279, 1826, 1446, 823, 493]"
803515,1,3021.0,9.96,3776.0,116.0,"[1470, 1326, 985, 663, 277, 215, 73, 31]"
803515,2,2683.0,9.98,3510.0,137.0,"[1530, 535, 274, 89, 16]"
803515,3,2284.0,9.97,2987.0,86.0,"[678, 467, 325, 61, 27]"
803515,4,1949.0,9.98,2631.0,65.0,"[764, 498, 260, 207, 135, 66, 46, 40, 40]"
803515,5,1832.0,9.98,2528.0,50.0,"[584, 221, 200]"
603159,1,12162.0,9.93,59500.0,12300.0,"[26076, 25797, 19048, 15326, 14418, 11560, 11078, 6081, 5354, 5320, 2558, 1995, 1906, 1300, 1239]"
603159,2,11163.0,9.94,57641.0,9776.0,"[28415, 18767, 18201, 12105, 11216, 10841, 8915, 7963, 7795, 6731, 2158, 1513, 1478, 1349, 987]"
603159,3,10293.0,9.9,45700.0,6841.0,"[33559, 25533, 17713, 12646, 10575, 9317, 8071, 7603, 6282, 6045, 1766, 1594, 1257, 1027, 825]"
603159,4,9961.0,9.94,43587.0,7789.0,"[47403, 30149, 24456, 22207, 18897, 15904, 12264, 10604, 8794, 8045, 3591, 2979, 2869, 2413, 2035]"
603159,5,8986.0,9.96,38877.0,4899.0,"[20077, 16823, 14742, 11931, 8758, 6723, 5071, 4963, 3915, 3503, 1622, 1505, 1473, 1278, 1205]"
818020,1,4313.0,9.94,3919.0,171.0,"[3060, 2424, 1207, 672, 446, 257, 223, 193, 160, 119, 103, 100, 98, 95, 46]"
818020,2,3137.0,9.97,2896.0,124.0,"[3828, 2010, 1563, 1345, 437, 275, 183, 158, 121, 103, 101, 93, 92, 62, 61]"
818020,3,2747.0,9.97,2527.0,102.0,"[3950, 2867, 2212, 1449, 954, 500, 391, 169, 151, 135, 125, 93, 91, 90, 68]"
818020,4,2747.0,9.96,2578.0,209.0,"[4609, 2824, 1903, 1303, 777, 647, 507, 432, 285, 231, 160, 127, 102, 85, 63]"
818020,5,2421.0,9.97,2338.0,66.0,"[3194, 2034, 1211, 968, 575, 456, 218, 204, 157, 91, 61, 58, 52, 41, 39]"
632330,1,13864.0,9.94,36966.0,10830.0,"[30649, 30032, 14942, 9611, 6033, 5563, 3649, 661, 440, 263, 228, 184, 170, 157, 155]"
632330,2,10692.0,9.93,30443.0,6659.0,"[29001, 27201, 23733, 20071, 16380, 14256, 11720, 9841, 7921, 6268, 2536, 2501, 2466, 1835, 1567]"
632330,3,9986.0,9.96,29391.0,2866.0,"[27860, 18645, 17708, 12747, 7420, 5353, 4390, 3515, 3373, 3190, 1015, 488, 431, 397, 278]"
632330,4,8544.0,9.96,27475.0,3160.0,"[15086, 12710, 11152, 9109, 8251, 6655, 5059, 4218, 2585, 2199, 1056, 585, 445, 331, 142]"
632330,5,8579.0,9.96,25743.0,5104.0,"[28724, 16750, 14899, 11467, 9355, 7586, 6427, 6309, 4422, 2813, 1544, 1513, 1422, 667, 59]"
731019,1,26551.0,9.97,32324.0,1299.0,"[23298, 13630, 12705, 11863, 11499, 5456, 4908, 3519, 3365, 2278, 2087, 2026, 1668, 1231, 77]"
731019,2,18609.0,9.98,21405.0,1068.0,"[23029, 17735, 9906, 6773, 6600, 5813, 4184, 3024, 2442, 1866, 1427, 187, 155, 43, 30]"
731019,3,16004.0,9.98,19209.0,440.0,"[18115, 14620, 11937, 8209, 7112, 5370, 4187, 3538, 3114, 2666, 1323, 1119, 1086, 554, 449]"
731019,4,14406.0,9.98,17141.0,334.0,"[15721, 8155, 6601, 5514, 3110, 2334, 1838, 1797, 1494, 1046, 924, 900, 828, 542, 483]"
731019,5,12457.0,9.97,14718.0,536.0,"[24716, 16945, 12420, 8859, 5537, 5293, 4640, 2219, 2063, 1763, 1476, 1385, 1082, 783, 692]"
812660,1,5897.0,9.93,5467.0,182.0,"[3042, 2199, 1505, 799, 504, 280, 108]"
812660,2,4608.0,9.96,4175.0,78.0,"[3743, 2930, 2194, 1817, 556, 403, 391, 177, 67, 24, 5]"
812660,3,4648.0,9.96,4340.0,122.0,"[7419, 2672, 2203, 1506, 1380, 619, 527, 285, 230, 129, 32]"
812660,4,4269.0,9.96,3950.0,132.0,"[4463, 2657, 1533, 1367, 738, 683, 481, 344, 230, 185, 157]"
812660,5,4915.0,9.96,4434.0,273.0,"[7710, 4793, 3413, 2665, 1291, 944, 775, 703, 425, 361, 304, 261, 213, 176, 8]"
814149,1,11306.0,9.91,8945.0,704.0,"[17240, 12477, 11610, 7650, 6477, 4245, 3614, 2546, 2101, 1867, 1260, 1228, 1077, 719, 528]"
814149,2,8439.0,9.96,6910.0,291.0,"[12544, 9159, 6545, 4203, 2580, 2213, 1814, 1344, 904, 717, 639, 550, 534, 503, 378]"
814149,3,7843.0,9.96,6626.0,306.0,"[8521, 8417, 7759, 4564, 2741, 1821, 874, 558, 552, 77, 61]"
814149,4,,,,,[]
814149,5,,,,,[]
687921,1,9358.0,9.96,12596.0,1332.0,"[3924, 3595, 1806, 585, 265, 217, 212, 197, 164, 110, 106, 95, 93, 83, 81]"
687921,2,26288.0,9.97,40466.0,5326.0,"[22848, 9917, 6563, 4906, 2899, 1266, 1122, 468, 407, 253, 231, 180, 163, 147, 65]"
687921,3,12924.0,9.95,19809.0,1767.0,"[9120, 6203, 4907, 1935, 1750, 949, 659, 210, 181, 175, 136, 108, 75, 73, 62]"
687921,4,11302.0,9.93,17506.0,5513.0,"[14196, 10204, 9588, 9272, 8976, 8581, 5993, 5002, 992, 645, 550, 354, 282, 115, 108]"
687921,5,10885.0,9.96,16836.0,1429.0,"[7480, 4218, 2437, 2238, 1312, 500, 421, 401, 307, 255, 148, 117, 110, 62, 21]"
697655,1,21946.0,9.96,31266.0,2445.0,"[29681, 13423, 13289, 12352, 7738, 4098, 3817, 3239, 2899, 2369, 2045, 1761, 216, 134, 86]"
697655,2,18118.0,9.97,27195.0,2111.0,"[26494, 18376, 13483, 11614, 7426, 6535, 5378, 5054, 4457, 4228, 3682, 3257, 3128, 2381, 2103]"
697655,3,,,,,[]
697655,4,,,,,[]
697655,5,,,,,[]
770523,1,25676.0,9.89,19935.0,1006.0,"[29286, 12477, 10268, 7480, 2590, 2475, 2153, 1658, 1106, 971, 970, 883, 726, 548, 68]"
770523,2,25167.0,9.93,21151.0,806.0,"[30365, 24777, 11419, 7167, 5679, 3237, 3077, 2286, 2172, 2062, 1519, 1442, 1134, 1112, 924]"
770523,3,25024.0,9.96,20357.0,696.0,"[43816, 28011, 27439, 15046, 11918, 8831, 7503, 5902, 4838, 4447, 3685, 2855, 2291, 2272, 2197]"
770523,4,24703.0,9.97,20542.0,844.0,"[28876, 22650, 15713, 11664, 8796, 5790, 3465, 3173, 1576, 1200, 1044, 1023, 928, 748, 567]"
770523,5,22830.0,9.97,18668.0,362.0,"[29968, 21714, 12722, 11258, 9891, 6787, 6435, 4621, 2861, 2451, 1857, 1517, 1304, 986, 18]"
