title_id,title,avg_like_count,avg_star,avg_participants,avg_comment_count,avg_best_comment_like
742889,노력의 결과,13531.0,9.96,11525.6,1422.0,7362.87
645129,워킹히어로,3584.8,9.93,11172.6,2492.6,5073.75
783769,내 남편과 결혼해줘,35624.8,9.95,29622.4,1498.0,7124.39
766966,태시트,8323.8,9.85,7968.6,538.2,2073.99
25613,생활의참견,3193.4,9.88,11213.4,2720.6,771.98
546624,국립자유경제 고등학교 세실고,1777.4,9.94,32564.2,5500.2,883.35
793662,흔들리는 세계로부터,5521.6,9.97,4309.2,201.6,1865.1
293523,닥터 프로스트 시즌 1~2,4458.8,9.94,26131.8,6006.4,1785.32
696593,DEY 호러채널,,,,,0.0
804832,커플브레이커,15481.6,9.91,11455.6,603.6,4854.04
551648,오성X한음,2148.8,9.94,20444.2,2490.0,1030.07
780267,오!너의 리스크,6182.0,9.94,6075.8,258.2,1655.49
703841,꽃 피는 날,25544.2,9.85,26987.2,3683.8,14233.28
780984,엑스트라 데이즈,479.6,9.91,623.2,31.8,209.73
772243,모스크바의 여명,8087.8,9.89,5851.0,577.0,3791.65
507275,네로의 실험실,1361.67,9.94,40521.0,9376.33,1013.24
686549,특근,5107.0,9.95,8519.2,1052.4,1303.78
642604,화이트멜로우,4318.8,9.95,11921.4,3960.0,2280.45
798326,시체기사 군터,8012.4,9.93,8091.8,505.4,1137.08
730607,평행도시,11587.4,9.96,11984.2,627.6,4247.01
694805,하나의 하루,28966.75,9.96,38163.5,3408.25,11675.63
800828,용두사망 소설 속의 악녀가 되었다,6370.0,9.96,6011.4,255.6,2437.1
750578,영광의 교실,1167.6,9.9,1299.6,66.8,459.3
832554,아무것도 하고 싶지 않아,1481.0,9.95,1847.8,78.8,425.45
750523,에리타,6989.6,9.93,8737.2,566.0,3352.25
801517,퇴근 후에 만나요,2415.6,9.93,2150.2,121.8,844.24
703307,신암행어사,24282.4,9.97,34526.0,3982.8,6604.85
25898,펫다이어리2.런,1178.2,9.96,5954.0,3648.8,415.75
817784,크리스마스는 쨈과 함께,223.4,9.9,335.4,23.0,27.48
777222,취향 소개소,5951.6,9.94,5475.2,303.2,1156.75
297796,사랑의 아쿠아리움,1167.2,9.93,11402.6,2358.0,714.24
803541,이야기 들어주는 남자,958.4,9.96,881.8,43.2,341.57
751492,커피도둑,12909.0,9.94,17927.2,636.4,2809.68
791116,후작님을 녹이는 방법,,,,,0.0
530311,코끼리를 끌어안는 방법,1211.6,9.95,30366.6,4619.4,573.7
612767,블랙시저스,5011.0,9.95,21376.8,2946.0,4048.53
819223,암호는 002!,8934.6,9.95,5955.4,286.0,2211.69
772729,반짝반짝 작은 눈,3389.8,9.93,5950.4,373.4,1023.8
772235,그 해 여름,1423.8,9.91,1372.0,112.4,389.34
803530,애구애구,4063.0,9.95,4498.8,257.6,1200.58
720190,머니게임,24084.6,9.93,26977.6,2371.2,9590.0
563787,피리부는 남자,1334.4,9.94,33212.8,4265.4,4540.27
778578,위닝샷!,8120.6,9.93,6784.2,575.4,886.08
726454,무주의 맹시,26560.0,9.97,26878.8,1603.4,8775.57
776296,무의식의 숲,447.8,9.93,666.6,33.0,90.81
666196,프린스의 왕자 - 카페 드 쇼콜라 -,10124.6,9.91,23032.6,2686.8,9336.52
729040,가타부타타,36191.0,9.96,28462.6,1395.4,8873.95
679569,차원이 다른 만화,24956.2,9.88,39947.6,5727.2,14107.91
822111,날 닮은 아이,9449.4,9.9,8427.4,1328.2,1680.26
791847,스치면 인연 스며들면 사랑,3078.2,9.95,2783.2,172.2,606.7
790625,불지옥 로맨스,1062.6,9.93,1164.2,67.4,484.06
711899,와장창창! 자취맨,12137.8,9.9,18032.0,913.6,5424.64
578106,소나기야,583.2,9.95,20862.8,3047.2,3305.84
514917,나의 목소리를 들어라,722.6,9.93,22303.4,4602.4,301.57
794210,죄송한데 주인공이세요?,13728.67,9.94,15952.67,1042.0,3813.8
