title_id,episode,like_count,star,star_participants,comment_count,best_comment_likes
801035,1,8421.0,9.78,9925.0,1213.0,"[11146, 10789, 5758, 3778, 3521, 2291, 1134, 768, 510, 495, 363, 342, 188, 181, 132]"
801035,2,6708.0,9.86,8020.0,569.0,"[7982, 7088, 4885, 3612, 3402, 1262, 1056, 794, 665, 461, 419, 341, 138]"
801035,3,5868.0,9.89,6989.0,573.0,"[7093, 4018, 3230, 2059, 1239, 1108, 795, 447, 280, 141]"
801035,4,5422.0,9.88,6545.0,552.0,"[6564, 3578, 2999, 2805, 1209, 922, 859, 656, 372, 291, 123, 117, 95, 42]"
801035,5,5186.0,9.89,6269.0,465.0,"[2589, 2423, 1474, 1272, 1049, 854, 437, 134, 117, 104, 80, 27]"
803216,1,68.0,8.28,155.0,87.0,[26]
803216,2,42.0,9.06,117.0,97.0,[17]
803216,3,31.0,9.39,82.0,88.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
803216,4,25.0,9.19,74.0,71.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
803216,5,21.0,9.4,67.0,56.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
826663,1,18.0,8.97,34.0,5.0,"[0, 1, 0, 0, 2]"
826663,2,10.0,8.25,32.0,2.0,"[0, 0]"
826663,3,10.0,9.08,24.0,1.0,[0]
826663,4,7.0,9.05,21.0,5.0,"[0, 0, 0, 0, 1]"
826663,5,6.0,8.71,21.0,1.0,[0]
62251,1,58.0,8.99,1921.0,1096.0,"[222, 97, 61, 51, 35, 34]"
62251,2,44.0,8.97,2002.0,1209.0,"[182, 107, 50, 40, 10]"
62251,3,41.0,9.25,1794.0,830.0,"[109, 61]"
62251,4,38.0,9.28,1488.0,608.0,[39]
62251,5,40.0,9.4,1474.0,542.0,"[39, 31, 25]"
682803,1,33463.0,9.95,49289.0,8671.0,"[48370, 30022, 25367, 25121, 24120, 16054, 12942, 8996, 8188, 7988, 7122, 6440, 5980, 5397, 98]"
682803,2,23357.0,9.86,34060.0,7223.0,"[36826, 35494, 29724, 22772, 15434, 10432, 7804, 5881, 5699, 4981, 4844, 4688, 4228, 3945, 2734]"
682803,3,19040.0,9.84,28444.0,3763.0,"[30891, 27572, 17114, 15144, 12965, 9806, 7694, 6910, 6412, 5782, 3955, 3599, 3122, 3048, 203]"
682803,4,17618.0,9.37,29444.0,6567.0,"[41087, 26568, 23899, 13401, 11079, 10957, 8194, 5574, 4222, 3891, 2431, 2054, 1761, 1561, 1392]"
682803,5,18115.0,9.84,30262.0,6930.0,"[43915, 35563, 22768, 16843, 13011, 11418, 10531, 9197, 9116, 8293, 6739, 5651, 5624, 5236, 4387]"
517661,1,14.0,8.87,3259.0,937.0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3, 2, 31, 6, 1]"
517661,2,15.0,8.95,1892.0,759.0,[14]
517661,3,13.0,9.26,1399.0,385.0,"[2, 6, 6, 6, 6, 8, 4, 5, 6, 29, 6, 4, 1, 3, 1]"
517661,4,12.0,9.41,1187.0,402.0,[12]
517661,5,13.0,9.38,1041.0,355.0,"[0, 1, 1, 1, 7, 11, 11, 6, 7, 16, 4, 4, 12, 3, 4]"
247228,1,1.0,9.05,1698.0,1201.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
247228,2,0.0,9.06,1068.0,534.0,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
247228,3,0.0,9.15,890.0,472.0,"[0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
247228,4,0.0,9.12,847.0,376.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
247228,5,0.0,9.26,774.0,476.0,"[0, 0, 3, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
113511,1,1.0,8.84,907.0,856.0,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113511,2,0.0,9.43,553.0,622.0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113511,3,0.0,9.38,474.0,550.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
113511,4,0.0,9.26,362.0,538.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113511,5,0.0,9.19,289.0,310.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
756056,1,1225.0,7.86,1175.0,204.0,"[1748, 1026, 888, 805, 603, 500, 405, 321, 285, 189, 183, 169, 77, 34, 30]"
756056,2,856.0,7.96,895.0,98.0,"[662, 661, 462, 426, 356, 348, 328, 172, 100, 94, 93, 79, 75, 68, 41]"
756056,3,715.0,7.67,856.0,97.0,"[922, 705, 589, 544, 439, 314, 242, 138, 112, 38, 35, 19]"
756056,4,653.0,8.19,752.0,95.0,"[906, 547, 484, 442, 341, 194, 149, 126, 123, 62, 41, 38, 30, 12, 7]"
756056,5,623.0,8.53,746.0,38.0,"[733, 578, 397, 225, 179, 162, 127, 55, 49, 30, 29, 10, 9]"
702608,1,54779.0,9.78,54754.0,6287.0,"[22378, 18848, 16970, 14218, 8878, 7275, 7110, 7065, 6587, 6238, 3885, 496, 348, 81]"
702608,2,41801.0,9.88,40458.0,2694.0,"[61530, 45728, 30690, 24128, 20355, 14531, 10617, 8887, 7242, 6989, 4939, 4712, 4009, 3468, 3027]"
702608,3,40532.0,9.93,39221.0,2464.0,"[47101, 37384, 34936, 24693, 17257, 12826, 12095, 10110, 6623, 6446, 5780, 5261, 4424, 3931, 115]"
702608,4,39194.0,9.94,38676.0,3267.0,"[47737, 44353, 34662, 29606, 22507, 15873, 10100, 8360, 6933, 6007, 4928, 4876, 4304, 517, 138]"
702608,5,37922.0,9.94,36364.0,3450.0,"[35738, 33327, 13618, 10282, 8665, 6977, 4477, 4246, 2667, 2510, 2396, 2238, 1879, 1612, 404]"
53559,1,0.0,8.54,934.0,2197.0,"[0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0]"
53559,2,1.0,9.28,712.0,1405.0,[8]
53559,3,0.0,8.92,552.0,660.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
53559,4,1.0,9.41,664.0,1450.0,[5]
53559,5,1.0,8.99,442.0,432.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
732224,1,22670.0,9.59,18495.0,1389.0,"[34329, 24113, 17560, 16385, 11349, 10202, 5334, 4526, 3349, 2855, 2288, 2132, 1627, 1546, 24]"
732224,2,17408.0,9.8,13598.0,622.0,"[33725, 14935, 10070, 8469, 6941, 4686, 3397, 3219, 2376, 2256, 1299, 1138, 982, 924, 9]"
732224,3,15413.0,9.78,10756.0,382.0,"[10855, 8761, 7068, 3989, 3089, 2170, 1472, 1284, 1049, 862, 766, 364, 16, 13, 9]"
732224,4,14488.0,9.84,10096.0,530.0,"[26897, 14843, 13437, 9664, 6877, 4347, 4291, 2616, 2131, 2005, 1918, 1514, 927, 884, 17]"
732224,5,13873.0,9.81,9679.0,532.0,"[24227, 18484, 11017, 6301, 3741, 2642, 2492, 1487, 974, 799, 794, 757, 497, 303, 19]"
749632,1,23077.0,9.88,24282.0,3133.0,"[16891, 16111, 7407, 5514, 4825, 3072, 2678, 1797, 1636, 1519, 1433, 1364, 919, 225, 177]"
749632,2,15368.0,9.93,15703.0,1031.0,"[18730, 16847, 14021, 8835, 6840, 5541, 4807, 4636, 3615, 2878, 2194, 2131, 1905, 1601, 1093]"
749632,3,13736.0,9.93,13837.0,1460.0,"[21646, 15352, 9571, 7736, 7179, 5520, 5160, 2862, 1945, 1903, 1636, 1210, 775, 153, 85]"
749632,4,12888.0,9.9,13563.0,973.0,"[30801, 16033, 12406, 10720, 8907, 5882, 4798, 4394, 4382, 2502, 2486, 2154, 2062, 1867, 165]"
749632,5,12379.0,9.93,13259.0,934.0,"[13908, 12633, 9117, 7130, 5149, 4955, 4659, 2379, 2004, 1800, 1777, 1566, 1229, 1022, 73]"
801251,1,158.0,8.94,184.0,63.0,"[34, 22]"
801251,2,120.0,9.13,148.0,53.0,"[26, 13, 12]"
801251,3,110.0,9.13,142.0,49.0,[40]
801251,4,101.0,9.3,133.0,50.0,[52]
801251,5,90.0,9.32,119.0,34.0,"[22, 19, 18]"
822885,1,1689.0,9.74,1739.0,647.0,"[755, 365, 234, 182, 77, 69, 61, 38, 27, 14]"
822885,2,1492.0,9.87,1489.0,181.0,"[598, 191, 126, 114, 74]"
822885,3,1385.0,9.85,1370.0,202.0,"[496, 297, 96, 68, 56, 50]"
