title_id,episode,like_count,star,star_participants,comment_count,best_comment_likes
741894,1,10091.0,9.79,9924.0,825.0,"[21793, 13298, 10055, 8870, 8460, 4442, 3373, 2572, 2060, 1814, 1184, 965, 882, 779, 34]"
741894,2,9027.0,9.95,7530.0,642.0,"[19878, 13453, 12311, 7472, 6651, 5077, 2999, 1565, 1403, 1304, 1062, 944, 802, 736, 37]"
741894,3,8432.0,9.95,6358.0,784.0,"[14717, 14200, 12116, 10022, 7043, 5158, 3775, 3286, 3035, 2531, 1995, 1826, 1523, 1062, 24]"
741894,4,7594.0,9.96,5804.0,628.0,"[9669, 7775, 7389, 5023, 4561, 4225, 3949, 2026, 1910, 1806, 1499, 1205, 910, 8, 7]"
741894,5,7327.0,9.96,5776.0,530.0,"[12692, 7348, 5404, 4463, 3256, 2284, 2074, 1701, 1246, 1198, 1084, 1029, 855, 682, 17]"
670131,1,7627.0,9.84,10969.0,1644.0,"[4001, 2984, 2864, 1914, 1621, 1473, 1409, 1398, 1149, 1037, 968, 892, 749, 746, 260]"
670131,2,3726.0,9.87,5687.0,506.0,"[2924, 2064, 2052, 1050, 776, 676, 652, 408, 383, 336, 332, 314, 277, 276, 207]"
670131,3,3273.0,9.87,5306.0,563.0,"[1319, 1125, 819, 776, 504, 480, 288, 252, 247, 188, 188, 175, 123, 8, 6]"
670131,4,3438.0,9.9,5478.0,804.0,"[1844, 1669, 998, 822, 694, 455, 377, 331, 313, 287, 248, 247, 211, 126, 8]"
670131,5,2904.0,9.89,4466.0,425.0,"[920, 691, 571, 373, 314, 208, 204, 161, 131, 122, 93]"
761463,1,8679.0,9.83,8349.0,1050.0,"[10148, 6288, 4517, 3410, 3138, 2660, 1984, 1809, 1673, 1623, 1431, 1429, 1344, 989, 854]"
761463,2,6084.0,9.92,6125.0,577.0,"[7469, 5090, 2525, 2222, 1382, 957, 944, 841, 788, 621, 612, 386, 270, 35, 5]"
761463,3,5246.0,9.93,5133.0,324.0,"[8711, 6082, 4680, 2799, 2466, 1142, 993, 983, 488, 413, 364, 286, 96, 57, 35]"
761463,4,4681.0,9.94,4379.0,356.0,"[5509, 5140, 3894, 3374, 2127, 1640, 1445, 814, 653, 449, 378, 334, 220, 162, 5]"
761463,5,4294.0,9.95,4040.0,260.0,"[6277, 4074, 3671, 2473, 1701, 1100, 983, 220, 113, 56, 30]"
817999,1,741.0,9.82,655.0,70.0,"[587, 247, 158, 146, 90]"
817999,2,540.0,9.92,497.0,25.0,"[309, 164]"
817999,3,498.0,9.89,477.0,29.0,"[146, 83, 49, 6, 5]"
817999,4,455.0,9.87,435.0,17.0,"[233, 134, 102, 96, 50, 36]"
817999,5,474.0,9.9,463.0,22.0,"[253, 224, 145, 78, 38]"
758672,1,4568.0,9.84,6612.0,1033.0,"[5928, 5532, 4125, 2656, 1842, 1622, 1424, 998, 892, 819, 616, 561, 386, 338, 336]"
758672,2,3329.0,9.91,4404.0,282.0,"[4256, 4048, 3365, 2173, 1031, 945, 754, 661, 489, 412, 388, 372, 322, 314, 22]"
758672,3,2950.0,9.92,4252.0,228.0,"[3157, 3002, 1873, 1191, 976, 881, 730, 606, 496, 456, 366, 308, 305, 254, 26]"
758672,4,2771.0,9.93,3556.0,222.0,"[4022, 3245, 2791, 2109, 1874, 845, 817, 596, 511, 433, 424, 404, 339, 322, 245]"
758672,5,2554.0,9.96,3262.0,188.0,"[3838, 2743, 1465, 1125, 891, 732, 357, 298, 271, 222, 201, 178, 109, 27]"
733277,1,5169.0,9.73,6939.0,789.0,"[4739, 2390, 2317, 1665, 1475, 935, 927, 635, 590, 479, 296, 280, 235, 218, 150]"
